QualifiedApiName,NamespacePrefix,Label
OpportunityContactRoleSuggestionInsight,,Einstein Opportunity Contact Role Suggestion
DataIntegrationRecordPurchasePermission,,Data Integration Record Purchase Permission
InteractionStageLocalization,,Translation
AIFilter,,AI Filter
AIFilterGroup,,AI Filter Group
AIFilterValue,,AI Filter Value
AIModel,,AI Model
AIModelDefinition,,AI Model Definition
Package2UpgradeExport,,Second Generation Package Upgrade Export
RecordAction,,RecordAction
LightningUsageByAppTypeMetrics,,Lightning Usage By App Type Metrics
LightningUsageByBrowserMetrics,,Lightning Usage By Browser Metrics
OrgDeleteRequest,,Org Delete Request
OrgDeleteRequestShare,,Org Delete Request Share
OrgDeleteRequestOwnerSharingRule,,Org Delete Request Owner Rule
LightningUsageByPageMetrics,,Lightning Usage By Page Metrics
ReturnOrderLineItem,,Return Order Line Item
ReturnOrderLineItemHistory,,Return Order Line Item History
ReturnOrderLineItemFeed,,Return Order Line Item Feed
ReturnOrderLineItemChangeEvent,,Return Order Line Item Change Event
PersonEducation,,Person Education
PersonEducationShare,,Person Education Share
PersonEducationOwnerSharingRule,,Person Education Owner Rule
PersonEducationHistory,,Person Education History
PersonEducationFeed,,Person Education Feed
PersonEducationChangeEvent,,Person Education Change Event
PersonEmployment,,Person Employment
PersonEmploymentShare,,Person Employment Share
PersonEmploymentOwnerSharingRule,,Person Employment Owner Rule
PersonEmploymentHistory,,Person Employment History
PersonEmploymentFeed,,Person Employment Feed
PersonEmploymentChangeEvent,,Person Employment Change Event
LightningToggleMetrics,,Lightning Toggle Metrics
AIManagedField,,AI Managed Field
AIPredictionDefinition,,AI Prediction Definition
AIPredictionField,,Entity
AIPredictionTarget,,AI Prediction Target
C2CPermissionBinding,,Cloud to Cloud Permission Binding
FlowRecordRelation,,Flow Record Relation
FlowStageRelation,,Flow Interview Stage Relation
PredictionDefinition,,Prediction Definition
MessagingTemplate,,Messaging Template
ActivityRecurrence2,,ActivityRecurrence2
ActivityRecurrence2Share,,ActivityRecurrence2 Share
ActivityRecurrence2OwnerSharingRule,,ActivityRecurrence2 Owner Rule
ActivityRecurrence2Exception,,ActivityRecurrence2Exception
ActivityRecurrence2ExceptionShare,,ActivityRecurrence2Exception Share
ActivityRecurrence2ExceptionOwnerSharingRule,,ActivityRecurrence2Exception Owner Rule
LandingPage,,Landing Page
LandingPageFeed,,Landing Page Feed
LandingPageChangeEvent,,Landing Page Change Event
LightningExperienceTheme,,Lightning Experience Theme
WaveAutoInstallRequest,,Wave Auto Install Request
WaveAutoInstallRequestChangeEvent,,Wave Auto Install Request Change Event
LightningUsageByFlexiPageMetrics,,Lightning Usage By FlexiPage Metrics
AIError,,AI Error
AIState,,AI State
OnboardingMetrics,,Onboarding Metrics
AccountBrand,,Account Brand
AccountBrandShare,,Account Brand Share
AccountBrandOwnerSharingRule,,Account Brand Owner Rule
EventTypeDefinition,,Event Type Definition
CustomHttpHeader,,Custom HTTP Header
EmailDomainFilter,,Email Domain Filter
EmailRelay,,Email Relay
ContactRequest,,Contact Request
ContactRequestShare,,Contact Request Share
ContactRequestOwnerSharingRule,,Contact Request Owner Rule
ProcessPlugin,,Process Plugin
ContactPointEmail,,Contact Point Email
ContactPointEmailShare,,Contact Point Email Share
ContactPointEmailOwnerSharingRule,,Contact Point Email Owner Rule
ContactPointEmailHistory,,Contact Point Email History
ContactPointEmailChangeEvent,,Contact Point Email Change Event
ContactPointPhone,,Contact Point Phone
ContactPointPhoneShare,,Contact Point Phone Share
ContactPointPhoneOwnerSharingRule,,Contact Point Phone Owner Rule
ContactPointPhoneHistory,,Contact Point Phone History
ContactPointPhoneChangeEvent,,Contact Point Phone Change Event
ProcessPluginParameter,,Process Plugin Parameter
AccountRelationship,,Account Relationship
AccountRelationshipShare,,Account Relationship Share
AccountRelationshipOwnerSharingRule,,Account Relationship Owner Rule
AccountRelationshipHistory,,Account Relationship History
AccountRelationshipFeed,,Account Relationship Feed
AccountRelationshipShareRule,,Account Relationship Data Sharing Rule
EmbeddedServiceCustomLabel,,Custom Label for Embedded Service
EngagementEvent,,Engagement Event
EmbeddedServiceLayout,,Embedded Service Layout
UserEmailPreferredPerson,,User Email Preferred Person
UserEmailPreferredPersonShare,,User Email Preferred Person Share
UserEmailPreferredPersonOwnerSharingRule,,User Email Preferred Person Owner Rule
UserEmailPreferredPersonChangeEvent,,User Email Preferred Person Change Event
AIApplication,,AI Application
PersonalizationTargetInfo,,Personalization Target Info
AIInsightAction,,AIInsightAction
AIInsightFeedback,,AI Insight Feedback
AIInsightReason,,AI Insight Reason
AIInsightValue,,AI Insight Value
AIRecordInsight,,AI Record Insight
PermissionSetGroup,,Permission Set Group
VisibilityUpdateEvent,,Visibility Update Event
AIFactorComponent,,AI Factor Component
AIModelFactor,,AI Model Factor
AIModelMetric,,AI Model Metric
AccessControlPolicy,,Access Control Policy
EventTypeFieldDefinition,,Event Type Field Definition
ManagedContent,,Managed Content
ManagedContentChangeEvent,,Managed Content Change Event
ManagedContentNodeType,,Managed Content Node Type
ManagedContentNodeTypeLocalization,,Translation
ManagedContentType,,Managed Content Type
ManagedContentTypeLocalization,,Translation
MetadataComponentDependency,,Metadata Component Dependency
AIDataDefinition,,Data Definition
AIModelGraph,,AI Model Graph
ARAccountTypeJuncShare,,AR Account Type Junc Share
ARAccountTypeJuncOwnerSharingRule,,AR Account Type Junc Owner Rule
AppointmentSchedulingPolicy,,Appointment Scheduling Policy
BatchApexErrorEvent,,Batch Apex Error Platform Event
ConsumptionRate,,Consumption Rate
ConsumptionRateHistory,,Consumption Rate History ID
ConsumptionSchedule,,Consumption Schedule
ConsumptionScheduleShare,,Consumption Schedule Share
ConsumptionScheduleOwnerSharingRule,,Consumption Schedule Owner Rule
ConsumptionScheduleHistory,,Consumption Schedule History ID
ConsumptionScheduleFeed,,ConsumptionSchedule
ContactPointEntityAssocSnapshotLocator,,Contact Point Entity Association Snapshot Locator
ContentDocumentListViewMapping,,Quip Document from List View
EmbeddedServiceCustomComponent,,Custom Component for Embedded Service
EmbeddedServiceLabel,,Embedded Service Label
EmbeddedServiceLayoutRule,,Embedded Service Layout Rule
EntityAssociationDefinitionVersion,,Entity Association Definition Version
FieldClassificationSetting,,Field Classification Setting
FieldServiceOrgSettings,,Field Service Org Setting
FlowElementTestCoverage,,"Flow Element Test Coverage Record (Relates a Flow Element's developer name to a Flow Coverage Record, eg: myAssignment)"
FlowTestCoverage,,Flow Test Coverage Record (Relates a test method to flow version eg: MyTestClass.myTestMethod called MyFlow version 2)
LightningExitByPageMetrics,,Lightning Exit By Page Metrics
ListEmailIndividualRecipient,,List Email Individual Recipient
LoginAsEvent,,LoginAs Event
LoginAsEventStream,,LoginAs Event Stream
MessagingConfiguration,,Messaging Configuration
MessagingDeliveryError,,Messaging Delivery Error
NetworkDiscoverableLogin,,Experience Discoverable Login
OrderDeliveryGroup,,Order Delivery Group
OrderDeliveryGroupHistory,,Order Delivery Group History
OrderDeliveryGroupFeed,,Order Delivery Group Feed
OrderDeliveryMethod,,Order Delivery Method
OrderDeliveryMethodShare,,Order Delivery Method Share
OrderDeliveryMethodOwnerSharingRule,,Order Delivery Method Owner Rule
OrderDeliveryMethodHistory,,Order Delivery Method History
OrderDeliveryMethodFeed,,Order Delivery Method Feed
OrderDeliveryMethodChangeEvent,,Order Delivery Method Change Event
PardotTenant,,Business Unit
PrivacyConsent,,Privacy Consent
ProcessTypeDefinition,,Process Type Definition
ProdDbHammerFlaggedRequest,,Database Hammer Flagged Request
ProductConsumptionSchedule,,Product Consumption Schedule
RecordActionHistory,,Record Action History
ServiceAppointmentCapacityUsage,,Service Appointment Capacity Usage
ServiceAppointmentCapacityUsageHistory,,Service Appointment Capacity Usage History
ServiceAppointmentCapacityUsageFeed,,Service Appointment Capacity Usage Feed
ServiceTerritoryWorkType,,Service Territory Work Type
ServiceTerritoryWorkTypeHistory,,Service Territory Work Type History
ServiceTerritoryWorkTypeFeed,,Service Territory Work Type Feed
SiteIframeWhiteListUrl,,Trusted Domains for Inline Frames
SurveySubject,,Survey Subject
SurveySubjectChangeEvent,,Survey Subject Change Event
UriEvent,,URI Event
UriEventStream,,URI Event Stream
UserVerificationMessageUse,,Verification Message Credits
VoiceJobStateShare,,VoiceJobState Share
VoiceJobStateOwnerSharingRule,,VoiceJobState Owner Rule
WorkTypeGroup,,Work Type Group
WorkTypeGroupShare,,Work Type Group Share
WorkTypeGroupOwnerSharingRule,,Work Type Group Owner Rule
WorkTypeGroupHistory,,Work Type Group History
WorkTypeGroupFeed,,Work Type Group Feed
ActivityEngagementRollup,,Activity Engagement Rollup
AppAnalyticsQueryRequest,,App Analytics Query Request
BadgeMissionDefinition,,Badge Mission Definition
BadgeMissionRule,,Mission
CardPaymentMethod,,Card Payment Method
CareBarrier,,Care Barrier
CareBarrierShare,,Care Barrier Share
CareBarrierOwnerSharingRule,,Care Barrier Owner Rule
CareBarrierHistory,,Care Barrier History
CareBarrierFeed,,Care Barrier Feed
CareBarrierChangeEvent,,Care Barrier Change Event
CareBarrierType,,Care Barrier Type
CareBarrierTypeShare,,Care Barrier Type Share
CareBarrierTypeOwnerSharingRule,,Care Barrier Type Owner Rule
CareBarrierTypeHistory,,Care Barrier Type History
CareBarrierTypeFeed,,Care Barrier Type Feed
CareBarrierTypeChangeEvent,,Care Barrier Type Change Event
CareProgram,,Care Program
CareProgramShare,,Care Program Share
CareProgramOwnerSharingRule,,Care Program Owner Rule
CareProgramHistory,,Care Program History
CareProgramFeed,,Care Program Feed
CareProgramChangeEvent,,Care Program Change Event
CareProgramCampaign,,Care Program Campaign
CareProgramCampaignHistory,,Care Program Campaign History
CareProgramCampaignFeed,,Care Program Campaign Feed
CareProgramCampaignChangeEvent,,Care Program Campaign Change Event
CareProgramEnrollee,,Care Program Enrollee
CareProgramEnrolleeShare,,Care Program Enrollee Share
CareProgramEnrolleeOwnerSharingRule,,Care Program Enrollee Owner Rule
CareProgramEnrolleeHistory,,Care Program Enrollee History
CareProgramEnrolleeFeed,,Care Program Enrollee Feed
CareProgramEnrolleeChangeEvent,,Care Program Enrollee Change Event
CareProgramTeamMember,,Care Program Team Member
CareProgramTeamMemberHistory,,Care Program Team Member History
CareProgramTeamMemberFeed,,Care Program Team Member Feed
CareProgramTeamMemberChangeEvent,,Care Program Team Member Change Event
Claim,,Claim
ClaimShare,,Claim Share
ClaimOwnerSharingRule,,Claim Owner Rule
ClaimHistory,,Claim History
ClaimFeed,,Claim Feed
ClaimChangeEvent,,Claim Change Event
ContactPointAddress,,Contact Point Address
ContactPointAddressShare,,Contact Point Address Share
ContactPointAddressOwnerSharingRule,,Contact Point Address Owner Rule
ContactPointAddressHistory,,Contact Point Address History
ContactPointAddressChangeEvent,,Contact Point Address Change Event
ContactPointConsent,,Contact Point Consent
ContactPointConsentShare,,Contact Point Consent Share
ContactPointConsentOwnerSharingRule,,Contact Point Consent Owner Rule
ContactPointConsentHistory,,Contact Point Consent History
ContactPointConsentChangeEvent,,Contact Point Consent Change Event
ContactPointTypeConsent,,Contact Point Type Consent
ContactPointTypeConsentShare,,Contact Point Type Consent Share
ContactPointTypeConsentOwnerSharingRule,,Contact Point Type Consent Owner Rule
ContactPointTypeConsentHistory,,Contact Point Type Consent History
ContactPointTypeConsentChangeEvent,,Contact Point Type Consent Change Event
CustomHelpMenuItem,,Custom Help Menu Item
CustomHelpMenuSection,,Custom Help Menu Section
DataUseLegalBasis,,Data Use Legal Basis
DataUseLegalBasisShare,,Data Use Legal Basis Share
DataUseLegalBasisOwnerSharingRule,,Data Use Legal Basis Owner Rule
DataUseLegalBasisHistory,,Data Use Legal Basis History
DataUseLegalBasisChangeEvent,,Data Use Legal Basis Change Event
DataUsePurpose,,Data Use Purpose
DataUsePurposeShare,,Data Use Purpose Share
DataUsePurposeOwnerSharingRule,,Data Use Purpose Owner Rule
DataUsePurposeHistory,,Data Use Purpose History
DataUsePurposeChangeEvent,,Data Use Purpose Change Event
EmbeddedServiceFlow,,Embedded Service Flow
EmbeddedServiceFlowConfig,,Embedded Service Flow Configuration
ExpressionFilter,,Expression Filter
ExpressionFilterCriteria,,Expression Filter Criteria
ExternalServiceDataType,,External Service Data Type
ExternalServiceListType,,External Service List Type
ExternalServiceMapType,,External Service Map Type
ExternalServiceObjectType,,External Service Object Type
ExternalServiceOperation,,External Service Operation
ExternalServiceParameter,,External Service Parameter
ExternalServiceProperty,,External Service Property
ExternalServiceSimpleType,,External Service Simple Type
IframeWhiteListUrl,,Trusted Domain for Inline Frames
Image,,Image
ImageShare,,Image Share
ImageOwnerSharingRule,,Image Owner Rule
ImageHistory,,Image History
ImageFeed,,Image Feed
InsurancePolicy,,Insurance Policy
InsurancePolicyShare,,Insurance Policy Share
InsurancePolicyOwnerSharingRule,,Insurance Policy Owner Rule
InsurancePolicyHistory,,Insurance Policy History
InsurancePolicyFeed,,Insurance Policy Feed
InsurancePolicyChangeEvent,,Insurance Policy Change Event
IntegrationAuditingEvent,,Integration Auditing Event
LogoutEvent,,Logout Event
ManagedContentReleaseShare,,Managed Content Release Share
ManagedContentReleaseOwnerSharingRule,,Managed Content Release Owner Rule
ManagedContentSpace,,Managed Content Space
MessagingChannelSkill,,Messaging Channel Skill
MyDomainDiscoverableLogin,,My Domain Discoverable Login
OrderItemSummary,,Order Product Summary
OrderItemSummaryFeed,,Order Product Summary Feed
OrderItemSummaryChangeEvent,,Order Product Summary Change Event
OrderSummary,,Order Summary
OrderSummaryShare,,Order Summary Share
OrderSummaryOwnerSharingRule,,Order Summary Owner Rule
OrderSummaryFeed,,Order Summary Feed
OrderSummaryChangeEvent,,Order Summary Change Event
PaymentAuthorization,,Payment Authorization
PaymentGatewayLog,,Payment Gateway Log
PaymentGroup,,Payment Group
PermissionSetGroupComponent,,Permission Set Group Component
PersonLifeEvent,,Person Life Event
PersonLifeEventShare,,Person Life Event Share
PersonLifeEventOwnerSharingRule,,Person Life Event Owner Rule
PersonLifeEventHistory,,Person Life Event History
PersonLifeEventFeed,,Person Life Event Feed
PersonLifeEventChangeEvent,,Person Life Event Change Event
PlatformEventChannel,,Platform Event Channel
PlatformEventChannelMember,,Platform Event Channel Member
PlatformStatusAlertEvent,,Platform Status Alert Event
ProductCatalog,,Catalog
ProductCatalogShare,,Catalog Share
ProductCatalogOwnerSharingRule,,Catalog Owner Rule
ProductCatalogHistory,,Product Catalog History
ProductCatalogFeed,,Catalog Feed
ProductCatalogChangeEvent,,Catalog Change Event
ProductCategory,,Category
ProductCategoryHistory,,Product Category History
ProductCategoryFeed,,Category Feed
ProductCategoryChangeEvent,,Category Change Event
ProductCategoryProduct,,Product Category Product
ProductCategoryProductHistory,,Product Category Product History
ProductCategoryProductChangeEvent,,Product Category Product Change Event
Recommendation,,Recommendation
RecommendationChangeEvent,,Recommendation Change Event
RecommendationReactionChangeEvent,,RecommendationReaction Change Event
RecordActionDeployment,,Record Action Deployment
SalesStore,,Sales Store
SurveyQuestionScore,,Survey Question Score
TimeSheetTemplate,,Time Sheet Template
Visit,,Visit
VisitShare,,Visit Share
VisitOwnerSharingRule,,Visit Owner Rule
VisitHistory,,Visit History
VisitFeed,,Visit Feed
WebStore,,Store
WebStoreShare,,Store Share
WebStoreOwnerSharingRule,,Store Owner Rule
WebStoreChangeEvent,,Store Change Event
WebStoreNetwork,,Store Site
WebStorePricebook,,Store Price Book
WebStorePricebookFeed,,Store Price Book Feed
WorkForecastRun,,Intelligent Forecast
WorkForecastRunShare,,Intelligent Forecast Share
WorkForecastRunOwnerSharingRule,,Intelligent Forecast Owner Rule
WorkTypeGroupMember,,Work Type Group Member
WorkTypeGroupMemberHistory,,Work Type Group Member History
WorkTypeGroupMemberFeed,,Work Type Group Member Feed
AIMetric,,AI Live Model Metric
AIPredictionEvent,,AI Prediction Event
Accreditation,,Accreditation
AccreditationShare,,Accreditation Share
AccreditationOwnerSharingRule,,Accreditation Owner Rule
AccreditationHistory,,Accreditation History
AccreditationFeed,,Accreditation Feed
AccreditationChangeEvent,,Accreditation Change Event
AnimationRule,,Animation Rule
AsyncOperationEvent,,Async Operation Event
AsyncOperationStatus,,Async Operation Status
AuthorizationForm,,Authorization Form
AuthorizationFormShare,,Authorization Form Share
AuthorizationFormOwnerSharingRule,,Authorization Form Owner Rule
AuthorizationFormHistory,,Authorization Form History
AuthorizationFormChangeEvent,,Authorization Form Change Event
AuthorizationFormConsent,,Authorization Form Consent
AuthorizationFormConsentShare,,Authorization Form Consent Share
AuthorizationFormConsentOwnerSharingRule,,Authorization Form Consent Owner Rule
AuthorizationFormConsentHistory,,Authorization Form Consent History
AuthorizationFormConsentChangeEvent,,Authorization Form Consent Change Event
AuthorizationFormDataUse,,Authorization Form Data Use
AuthorizationFormDataUseShare,,Authorization Form Data Use Share
AuthorizationFormDataUseOwnerSharingRule,,Authorization Form Data Use Owner Rule
AuthorizationFormDataUseHistory,,Authorization Form Data Use History
AuthorizationFormDataUseChangeEvent,,Authorization Form Data Use Change Event
AuthorizationFormText,,Authorization Form Text
AuthorizationFormTextHistory,,Authorization Form Text History
AuthorizationFormTextFeed,,Authorization Form Text Feed
AuthorizationFormTextChangeEvent,,Authorization Form Text Change Event
Award,,Award
AwardShare,,Award Share
AwardOwnerSharingRule,,Award Owner Rule
AwardHistory,,Award History
AwardFeed,,Award Feed
AwardChangeEvent,,Award Change Event
BoardCertification,,Board Certification
BoardCertificationShare,,Board Certification Share
BoardCertificationOwnerSharingRule,,Board Certification Owner Rule
BoardCertificationHistory,,Board Certification History
BoardCertificationFeed,,Board Certification Feed
BoardCertificationChangeEvent,,Board Certification Change Event
BusinessLicense,,Business License
BusinessLicenseShare,,Business License Share
BusinessLicenseOwnerSharingRule,,Business License Owner Rule
BusinessLicenseHistory,,Business License History
BusinessLicenseFeed,,Business License Feed
BusinessLicenseChangeEvent,,Business License Change Event
BuyerAccount,,Buyer Account
BuyerAccountShare,,Buyer Account Share
BuyerAccountOwnerSharingRule,,Buyer Account Owner Rule
BuyerAccountHistory,,Buyer Account History
BuyerAccountFeed,,Buyer Account Feed
BuyerGroup,,Buyer Group
BuyerGroupShare,,Buyer Group Share
BuyerGroupOwnerSharingRule,,Buyer Group Owner Rule
BuyerGroupHistory,,Buyer Group History
BuyerGroupFeed,,Buyer Group Feed
BuyerGroupMember,,Buyer Group Member
BuyerGroupMemberShare,,Buyer Group Member Share
BuyerGroupMemberOwnerSharingRule,,Buyer Group Member Owner Rule
BuyerGroupPricebook,,Buyer Group Price Book
BuyerGroupPricebookFeed,,Buyer Group Price Book Feed
CareProgramEligibilityRule,,Care Program Eligibility Rule
CareProgramEligibilityRuleShare,,Care Program Eligibility Rule Share
CareProgramEligibilityRuleOwnerSharingRule,,Care Program Eligibility Rule Owner Rule
CareProgramEligibilityRuleHistory,,Care Program Eligibility Rule History
CareProgramEligibilityRuleFeed,,Care Program Eligibility Rule Feed
CareProgramEligibilityRuleChangeEvent,,Care Program Eligibility Rule Change Event
CareProgramEnrolleeProduct,,Care Program Enrollee Product
CareProgramEnrolleeProductShare,,Care Program Enrollee Product Share
CareProgramEnrolleeProductOwnerSharingRule,,Care Program Enrollee Product Owner Rule
CareProgramEnrolleeProductHistory,,Care Program Enrollee Product History
CareProgramEnrolleeProductFeed,,Care Program Enrollee Product Feed
CareProgramEnrolleeProductChangeEvent,,Care Program Enrollee Product Change Event
CareProgramEnrollmentCard,,Care Program Enrollment Card
CareProgramEnrollmentCardShare,,Care Program Enrollment Card Share
CareProgramEnrollmentCardOwnerSharingRule,,Care Program Enrollment Card Owner Rule
CareProgramEnrollmentCardHistory,,Care Program Enrollment Card History
CareProgramEnrollmentCardFeed,,Care Program Enrollment Card Feed
CareProgramEnrollmentCardChangeEvent,,Care Program Enrollment Card Change Event
CareProgramGoal,,Care Program Goal
CareProgramGoalShare,,Care Program Goal Share
CareProgramGoalOwnerSharingRule,,Care Program Goal Owner Rule
CareProgramGoalHistory,,Care Program Goal History
CareProgramGoalFeed,,Care Program Goal Feed
CareProgramGoalChangeEvent,,Care Program Goal Change Event
CareProgramProduct,,Care Program Product
CareProgramProductShare,,Care Program Product Share
CareProgramProductOwnerSharingRule,,Care Program Product Owner Rule
CareProgramProductHistory,,Care Program Product History
CareProgramProductFeed,,Care Program Product Feed
CareProgramProductChangeEvent,,Care Program Product Change Event
CareProgramProvider,,Care Program Provider
CareProgramProviderShare,,Care Program Provider Share
CareProgramProviderOwnerSharingRule,,Care Program Provider Owner Rule
CareProgramProviderHistory,,Care Program Provider History
CareProgramProviderFeed,,Care Program Provider Feed
CareProgramProviderChangeEvent,,Care Program Provider Change Event
CareProviderFacilitySpecialty,,Care Provider Facility Specialty
CareProviderFacilitySpecialtyShare,,Care Provider Facility Specialty Share
CareProviderFacilitySpecialtyOwnerSharingRule,,Care Provider Facility Specialty Owner Rule
CareProviderFacilitySpecialtyHistory,,Care Provider Facility Specialty History
CareProviderFacilitySpecialtyFeed,,Care Provider Facility Specialty Feed
CareProviderFacilitySpecialtyChangeEvent,,Care Provider Facility Specialty Change Event
CareSpecialty,,Care Specialty
CareSpecialtyShare,,Care Specialty Share
CareSpecialtyOwnerSharingRule,,Care Specialty Owner Rule
CareSpecialtyHistory,,Care Specialty History
CareSpecialtyFeed,,Care Specialty Feed
CareSpecialtyChangeEvent,,Care Specialty Change Event
CareSystemFieldMapping,,Care System Field Mapping
CareTaxonomy,,Care Taxonomy
CareTaxonomyShare,,Care Taxonomy Share
CareTaxonomyOwnerSharingRule,,Care Taxonomy Owner Rule
CareTaxonomyHistory,,Care Taxonomy History
CareTaxonomyFeed,,Care Taxonomy Feed
CareTaxonomyChangeEvent,,Care Taxonomy Change Event
CartDeliveryGroup,,Cart Delivery Group
CartDeliveryGroupChangeEvent,,Cart Delivery Group Change Event
CartItem,,Cart Item
CartItemChangeEvent,,Cart Item Change Event
CartRelatedItem,,Cart Related Item
CartRelatedItemChangeEvent,,Cart Related Item Change Event
ClaimParticipant,,Claim Participant
ClaimParticipantHistory,,Claim Participant History
ClaimParticipantFeed,,Claim Participant Feed
ClaimParticipantChangeEvent,,Claim Participant Change Event
CommerceEntitlementBuyerGroup,,Entitlement Buyer Group
CommerceEntitlementBuyerGroupChangeEvent,,Entitlement Buyer Group Change Event
CommerceEntitlementPolicy,,Entitlement Policy
CommerceEntitlementPolicyShare,,Entitlement Policy Share
CommerceEntitlementPolicyOwnerSharingRule,,Entitlement Policy Owner Rule
CommerceEntitlementPolicyHistory,,Entitlement Policy History
CommerceEntitlementPolicyFeed,,Entitlement Policy Feed
CommerceEntitlementPolicyChangeEvent,,Entitlement Policy Change Event
CommerceEntitlementProduct,,Entitlement Product
CommerceEntitlementProductChangeEvent,,Entitlement Product Change Event
CommerceSearchIndexInfoChangeEvent,,Commerce Search Index Info Change Event
ConversationChannelResponse,,Conversation Channel Response
EmbeddedServiceAppointmentSettings,,Embedded Service Deployment for Appointment Management
EnhancedLetterhead,,Enhanced Letterhead
EnhancedLetterheadFeed,,Enhanced Letterhead Feed
EnrollmentEligibilityCriteria,,Enrollment Eligibility Criteria
EnrollmentEligibilityCriteriaShare,,Enrollment Eligibility Criteria Share
EnrollmentEligibilityCriteriaOwnerSharingRule,,Enrollment Eligibility Criteria Owner Rule
EnrollmentEligibilityCriteriaHistory,,Enrollment Eligibility Criteria History
EnrollmentEligibilityCriteriaFeed,,Enrollment Eligibility Criteria Feed
EnrollmentEligibilityCriteriaChangeEvent,,Enrollment Eligibility Criteria Change Event
ExternalAIModel,,External AI Model
FlowApexClassDescriptor,,Flow Apex Class Descriptor
FlowApexClassPropertyDesc,,Flow Apex Class Property Descriptor
FlowDefinitionView,,Flow Definition
FlowVariableView,,Flow Variable
FlowVersionView,,Flow Version
FulfillmentOrder,,Fulfillment Order
FulfillmentOrderShare,,Fulfillment Order Share
FulfillmentOrderOwnerSharingRule,,Fulfillment Order Owner Rule
FulfillmentOrderFeed,,Fulfillment Order Feed
FulfillmentOrderChangeEvent,,Fulfillment Order Change Event
FulfillmentOrderLineItem,,Fulfillment Order Product
FulfillmentOrderLineItemFeed,,Fulfillment Order Product Feed
FulfillmentOrderLineItemChangeEvent,,Fulfillment Order Product Change Event
HealthcarePractitionerFacility,,Healthcare Practitioner Facility
HealthcarePractitionerFacilityShare,,Healthcare Practitioner Facility Share
HealthcarePractitionerFacilityOwnerSharingRule,,Healthcare Practitioner Facility Owner Rule
HealthcarePractitionerFacilityHistory,,Healthcare Practitioner Facility History
HealthcarePractitionerFacilityFeed,,Healthcare Practitioner Facility Feed
HealthcareProvider,,Healthcare Provider
HealthcareProviderShare,,Healthcare Provider Share
HealthcareProviderOwnerSharingRule,,Healthcare Provider Owner Rule
HealthcareProviderHistory,,Healthcare Provider History
HealthcareProviderFeed,,Healthcare Provider Feed
HealthcareProviderChangeEvent,,Healthcare Provider Change Event
HealthcareProviderNpi,,Healthcare Provider NPI
HealthcareProviderNpiShare,,Healthcare Provider NPI Share
HealthcareProviderNpiOwnerSharingRule,,Healthcare Provider NPI Owner Rule
HealthcareProviderNpiHistory,,Healthcare Provider NPI History
HealthcareProviderNpiFeed,,Healthcare Provider NPI Feed
HealthcareProviderNpiChangeEvent,,Healthcare Provider NPI Change Event
HealthcareProviderSpecialty,,Healthcare Provider Specialty
HealthcareProviderSpecialtyShare,,Healthcare Provider Specialty Share
HealthcareProviderSpecialtyOwnerSharingRule,,Healthcare Provider Specialty Owner Rule
HealthcareProviderSpecialtyHistory,,Healthcare Provider Specialty History
HealthcareProviderSpecialtyFeed,,Healthcare Provider Specialty Feed
HealthcareProviderSpecialtyChangeEvent,,Healthcare Provider Specialty Change Event
HealthcareProviderTaxonomy,,Healthcare Provider Taxonomy
HealthcareProviderTaxonomyShare,,Healthcare Provider Taxonomy Share
HealthcareProviderTaxonomyOwnerSharingRule,,Healthcare Provider Taxonomy Owner Rule
HealthcareProviderTaxonomyHistory,,Healthcare Provider Taxonomy History
HealthcareProviderTaxonomyFeed,,Healthcare Provider Taxonomy Feed
HealthcareProviderTaxonomyChangeEvent,,Healthcare Provider Taxonomy Change Event
Invoice,,Invoice
InvoiceShare,,Invoice Share
InvoiceOwnerSharingRule,,Invoice Owner Rule
InvoiceHistory,,Invoice  History
InvoiceFeed,,Invoice Feed
InvoiceLine,,Invoice Line
InvoiceLineHistory,,Invoice Line  History
InvoiceLineFeed,,Invoice Line Feed
LightningUriEvent,,Lightning URI Event
LightningUriEventStream,,Lightning URI Event Stream
ListViewEvent,,List View Event
ListViewEventStream,,List View Event Stream
LoanApplicant,,Loan Applicant
LoanApplicantShare,,Loan Applicant Share
LoanApplicantOwnerSharingRule,,Loan Applicant Owner Rule
LoanApplicantHistory,,Loan Applicant History
LoanApplicantFeed,,Loan Applicant Feed
LoanApplicantChangeEvent,,Loan Applicant Change Event
LoanApplicantAddress,,Loan Applicant Address
LoanApplicantAddressHistory,,Loan Applicant Address History
LoanApplicantAddressFeed,,Loan Applicant Address Feed
LoanApplicantAddressChangeEvent,,Loan Applicant Address Change Event
LoanApplicantDeclaration,,Loan Applicant Declaration
LoanApplicantDeclarationShare,,Loan Applicant Declaration Share
LoanApplicantDeclarationOwnerSharingRule,,Loan Applicant Declaration Owner Rule
LoanApplicantDeclarationHistory,,Loan Applicant Declaration History
LoanApplicantDeclarationFeed,,Loan Applicant Declaration Feed
LoanApplicantDeclarationChangeEvent,,Loan Applicant Declaration Change Event
LoanApplicantEmployment,,Loan Applicant Employment
LoanApplicantEmploymentShare,,Loan Applicant Employment Share
LoanApplicantEmploymentOwnerSharingRule,,Loan Applicant Employment Owner Rule
LoanApplicantEmploymentHistory,,Loan Applicant Employment History
LoanApplicantEmploymentFeed,,Loan Applicant Employment Feed
